sival,alval,naval,h20,mag,ohval,time,temper,code1,code2,code3
0.020456033,0.001363736,0.013091861,0.954614881,0,0.010473489,96,160,MOR,HEU,
0.020456033,0.001363736,0.013091861,0.954614881,0,0.010473489,168,150,MOR,,
0.020456033,0.001363736,0.013091861,0.954614881,0,0.010473489,168,140,MOR,HEU,
0.01369863,0.01369863,0.047945205,0.876712329,0,0.047945205,17,70,LTA,,
0.059466388,0.013214753,0.019623908,0.891995824,0,0.015699127,72,150,MOR,,
0.059636515,0.009318206,0.020276415,0.894547732,0,0.016221132,72,150,MOR,,
0.060295597,0.007052117,0.015676855,0.904433948,0,0.012541484,72,150,MOR,,
0.044843049,0.004484305,0.02690583,0.896860987,0,0.02690583,240,150,MOR,,
0.041755363,0.016374652,0,0.900605862,0.022924513,0.01833961,48,100,CHA,,
0.041755363,0.016374652,0,0.900605862,0.022924513,0.01833961,168,100,CHA,,
0.088469478,0.002948983,0.013270422,0.88469478,0,0.010616337,192,160,MFI,,
0.08783487,0.002195872,0.017566974,0.878348704,0,0.014053579,168,160,MFI,,
0.086956522,0.004347826,0.02173913,0.869565217,0,0.017391304,360,160,MOR,,
0.087145969,0.002178649,0.021786492,0.871459695,0,0.017429194,168,160,MOR,,
0.087183958,0.001743679,0.02179599,0.871839582,0,0.017436792,168,160,MOR,,
0.08640553,0.002880184,0.025921659,0.8640553,0,0.020737327,240,160,MFI,MOR,
0.086467791,0.002161695,0.025940337,0.864677907,0,0.02075227,168,160,MFI,MOR,
0.08783487,0.002195872,0.017566974,0.878348704,0,0.014053579,96,160,MFI,,
0.087082729,0.002902758,0.021770682,0.870827286,0,0.017416546,96,160,MFI,,
0.035988484,0.002399232,0.014395393,0.935700576,0,0.011516315,12,180,MOR,,
0.00967118,0.003868472,0,0.967117988,0.00967118,0.00967118,120,90,CHA,,
0.044642857,0.008928571,0.035714286,0.892857143,0.008928571,0.008928571,48,100,CHA,,
0.044365572,0.008873114,0.029281278,0.887311446,0.015084295,0.015084295,72,100,CHA,,
0.044052863,0.008810573,0.022026432,0.881057269,0.022026432,0.022026432,120,100,CHA,,
0.043744532,0.008748906,0.014873141,0.874890639,0.028871391,0.028871391,168,100,CHA,,
0.063131313,0.012626263,0.04040404,0.883838384,0,0,144,110,FAU,,
0.06281407,0.012562814,0.042713568,0.879396985,0.002512563,0,144,110,FAU,,
0.0625,0.0125,0.04375,0.875,0.00625,0,144,110,FAU,,
0.063291139,0.012658228,0.037974684,0.886075949,0,0,144,110,FAU,,
0.06281407,0.012562814,0.040201005,0.879396985,0.005025126,0,144,110,FAU,,
0.024137931,0.000689655,0.004827586,0.965517241,0,0.004827586,72,160,MFI,,
0.023907104,0.00068306,0.009562842,0.956284153,0,0.009562842,72,160,MFI,,
0.02368065,0.00067659,0.01420839,0.947225981,0,0.01420839,72,160,MOR,MFI,
0.023569024,0.000673401,0.016498316,0.942760943,0,0.016498316,72,160,MOR,,
0.023458445,0.000670241,0.018766756,0.938337802,0,0.018766756,72,160,MOR,,
0.023562677,0.000942507,0.016493874,0.942507069,0,0.016493874,72,160,MOR,,
0.023573786,0.000471476,0.01650165,0.942951438,0,0.01650165,72,160,MOR,,
0.023579344,0.000235793,0.016505541,0.94317378,0,0.016505541,72,160,MOR,,
0.023582681,9.43E-05,0.016507877,0.943307235,0,0.016507877,72,160,MOR,,
0.016018307,0.000457666,0.011212815,0.961098398,0,0.011212815,72,160,MOR,,
0.012131716,0.00034662,0.008492201,0.970537262,0,0.008492201,72,160,MOR,,
0.023569024,0.000673401,0.016498316,0.942760943,0,0.016498316,24,160,MOR,,
0.023569024,0.000673401,0.016498316,0.942760943,0,0.016498316,48,160,MOR,,
0.023569024,0.000673401,0.016498316,0.942760943,0,0.016498316,96,160,MOR,,
0.023569024,0.000673401,0.016498316,0.942760943,0,0.016498316,120,160,MOR,,
0.023569024,0.000673401,0.016498316,0.942760943,0,0.016498316,240,160,MOR,,
0.061835271,0.012367054,0.033391046,0.865693792,0,0.026712837,192,110,FAU,GME,
0.050774308,0.012693577,0.026656512,0.888550394,0,0.021325209,192,110,FAU,GME,
0.038570327,0.012856776,0.026999229,0.899974286,0,0.021599383,192,110,FAU,GME,
0.019664394,0.013109596,0.027530152,0.917671736,0,0.022024122,24,110,LTA,GIS,
0.076546234,0.015309247,0.036742192,0.842008573,0,0.029393754,240,100,FAU,,
0.034146341,0.003147128,0.019512195,0.92368214,0,0.019512195,108,130,MOR,ANA,
0.059055234,0,0.023622094,0.885828515,0.007872063,0.023622094,168,150,MOR,,
0.059171598,0,0.023668639,0.887573964,0.00591716,0.023668639,168,150,MOR,,
0.059347181,0,0.023738872,0.890207715,0.002967359,0.023738872,168,150,MOR,,
0.058823529,0.011764706,0.023529412,0.882352941,0,0.023529412,168,150,MOR,,
0.059056281,0.007854485,0.023622512,0.88584421,0,0.023622512,168,150,MOR,,
0.059171598,0.00591716,0.023668639,0.887573964,0,0.023668639,168,150,MOR,,
0.059347181,0.002967359,0.023738872,0.890207715,0,0.023738872,168,150,MOR,,
0.045120245,0.006452195,0.018950503,0.902404909,0.004512025,0.022560123,36,150,MOR,,
0.01500225,0.00040006,0.005250788,0.975146272,0,0.00420063,24,150,MFI,,
0.010317256,0.000257931,0.005158628,0.980139283,0,0.004126902,40,150,MFI,,
0.010369249,0.000259231,0.002384927,0.985078651,0,0.001907942,40,150,MFI,,
0.010250628,0.000256266,0.008713034,0.973809646,0,0.006970427,40,150,MFI,,
0.010282882,0.000257072,0.00699236,0.976873798,0,0.005593888,40,150,CHA,,
0.010317256,0.000257931,0.005158628,0.980139283,0,0.004126902,40,155,CHA,,
0,0.027008778,0.054017556,0.844024308,0.031735314,0.043214045,4,95,FAU,,
0,0,0.100728676,0.832404629,0.066866695,0,12,70,FAU,,
0.015739769,0.002098636,0.018887723,0.944386149,0,0.018887723,96,170,MOR,,
0.020964361,0.002096436,0.016771488,0.943396226,0,0.016771488,96,170,MOR,,
0.020876827,0.002087683,0.018789144,0.939457203,0,0.018789144,96,170,MOR,,
0.028355388,0.003780718,0.030245747,0.907372401,0,0.030245747,96,170,MOR,,
0.015673981,0.002089864,0.020898642,0.940438871,0,0.020898642,96,170,MOR,,
0.004721435,0.001888574,0.037771483,0.925401322,0,0.030217186,336,25,FAU,,
0.0067659,0.00270636,0.054127199,0.893098782,0,0.043301759,50,30,FAU,,
0.065701032,0.006532235,0.094670075,0.757360598,0,0.07573606,264,50,FAU,,
0.017156098,0.011407691,0.044561294,0.891225881,0,0.035649035,63,60,FAU,,
0.002855066,0.005658223,0.051910299,0.898048173,0,0.041528239,168,65,FAU,,
0.004103683,0.003740065,0.051945353,0.898654615,0,0.041556283,168,65,LTA,,
0.004697259,0.009394518,0.051618232,0.892995406,0,0.041294585,168,65,LTA,,
0.009416878,0.002328349,0.051741088,0.895120815,0,0.04139287,168,65,FAU,LTA,
0.009433229,0.000596056,0.051830928,0.896675046,0,0.041464742,168,65,FAU,LTA,
0.009350596,0.009350596,0.051376901,0.888820386,0,0.041101521,168,65,LTA,,
0.009263972,0.018527945,0.050900947,0.880586379,0,0.040720757,168,65,LTA,,
0.013960624,0.009307083,0.051137816,0.884684224,0,0.040910253,168,65,FAU,,
0.016761495,0.004203188,0.051258394,0.886770209,0,0.041006715,168,65,FAU,LTA,
0.016993729,0.016993729,0.050576573,0.874974712,0,0.040461258,168,65,LTA,,
0.018527945,0.009263972,0.050900947,0.880586379,0,0.040720757,168,65,FAU,,
0.018191814,0.027237743,0.04997751,0.864610925,0,0.039982008,168,65,LTA,,
0.023053149,0.00922126,0.050666261,0.876526321,0,0.040533009,168,65,FAU,,
0.025080257,0.016853933,0.050160514,0.867776886,0,0.040128411,168,65,FAU,LTA,
0.024820055,0.02705386,0.049640109,0.858773889,0,0.039712087,168,65,LTA,,
0.033034826,0.016716418,0.049751244,0.860696517,0,0.039800995,168,65,FAU,,
0.033415283,0.008278561,0.050173097,0.867994581,0,0.040138478,168,65,FAU,,
0.032460886,0.036603792,0.048740069,0.843203197,0,0.038992055,168,65,LTA,,
0.032071656,0.048155639,0.048155639,0.833092555,0,0.038524511,168,65,LTA,,
0.050984038,0.005656284,0.019370835,0.908492174,0,0.015496668,48,65,MOR,,
0.051623028,0.005740481,0.010324606,0.924052201,0,0.008259684,24,65,MFI,,
0.051623028,0.005740481,0.010324606,0.924052201,0,0.008259684,48,65,MFI,,
0.051387461,0.010277492,0.010277492,0.91983556,0,0.008221994,48,65,MOR,,
0.051623028,0.005740481,0.010324606,0.924052201,0,0.008259684,72,65,MFI,MOR,
0.00430087,0.001720348,0.095574883,0.821943993,0,0.076459906,5,80,FAU,LTA,SOD
0.004397537,0.001759015,0.087950748,0.835532102,0,0.070360598,1,80,LTA,,
0.004397537,0.001759015,0.087950748,0.835532102,0,0.070360598,3,80,LTA,,
0.004397537,0.001759015,0.087950748,0.835532102,0,0.070360598,5,80,LTA,,
0.004397537,0.001759015,0.087950748,0.835532102,0,0.070360598,6,80,LTA,FAU,SOD
0.004397537,0.001759015,0.087950748,0.835532102,0,0.070360598,9,80,LTA,FAU,SOD
0.004397537,0.001759015,0.087950748,0.835532102,0,0.070360598,10,80,FAU,LTA,SOD
0.004397537,0.001759015,0.087950748,0.835532102,0,0.070360598,12,80,FAU,LTA,SOD
0.004397537,0.001759015,0.087950748,0.835532102,0,0.070360598,20,80,FAU,SOD,LTA
0.004487899,0.001763103,0.080141048,0.849495111,0,0.064112839,5,80,FAU,LTA,SOD
0.00453629,0.001800115,0.072004608,0.8640553,0,0.057603687,5,80,FAU,LTA,
0.017519847,0.017519847,0.068436901,0.841773884,0,0.054749521,3,80,LTA,,
0.004581585,0.001821594,0.055199823,0.894237138,0,0.044159859,5,80,FAU,LTA,
0.004697259,0.009394518,0.051618232,0.892995406,0,0.041294585,168,80,LTA,,
0.009350596,0.009350596,0.051376901,0.888820386,0,0.041101521,168,80,FAU,LTA,
0.013960624,0.009307083,0.051137816,0.884684224,0,0.040910253,168,80,FAU,,
0.018527945,0.009263972,0.050900947,0.880586379,0,0.040720757,168,80,FAU,,
0.023053149,0.00922126,0.050666261,0.876526321,0,0.040533009,168,80,FAU,,
0.013785573,0.006892786,0,0.948611206,0.017061353,0.013649082,96,80,CHA,,
0.020536804,0.006845601,0,0.942117392,0.016944557,0.013555646,96,80,CHA,,
0.02719623,0.006799058,0,0.935711882,0.01682935,0.01346348,192,80,CHA,,
0.0138803,0.00694015,0,0.955129527,0.017178589,0.006871435,96,80,CHA,LTL,
0.013842253,0.006921127,0,0.952511478,0.017131501,0.009593641,96,80,CHA,LTL,
0.013804415,0.006902207,0,0.949907743,0.017084672,0.012300964,96,80,CHA,LTL,
0.02056468,0.006854893,0,0.943396226,0.016967558,0.012216642,96,80,CHA,LTL,
0.01889276,0.020983353,0.077429346,0.820751065,0,0.061943477,4.5,90,LTA,,
0.005942579,0.006014176,0.071597337,0.859168039,0,0.057277869,2,90,LTA,,
0.015047795,0.01671292,0.061671292,0.857230959,0,0.049337034,4.5,90,LTA,,
0.013930916,0.015472452,0.057093919,0.867827576,0,0.045675136,2.5,90,LTA,,
0.022501926,0.000374432,0.007200616,0.964162532,0,0.005760493,24,90,MFI,,
0.022497714,0.000561543,0.007199269,0.963982059,0,0.005759415,24,90,MFI,,
0.022493504,0.000748584,0.007197921,0.963801654,0,0.005758337,24,90,MFI,,
0.022485088,0.001122456,0.007195228,0.963441046,0,0.005756182,24,90,MFI,,
0.084011119,0.015134356,0.045300113,0.808195202,0.006177288,0.041181921,6,90,CHA,RHO,
0.091586686,0.015009189,0.044925465,0.801511129,0.0061262,0.040841331,16,90,CHA,RHO,
0.075305696,0.015061139,0.035291779,0.82016105,0.014414952,0.039765384,96,90,CHA,,
0.075305696,0.015061139,0.035291779,0.82016105,0.014414952,0.039765384,192,90,CHA,,
0.013960624,0.009307083,0.051137816,0.884684224,0,0.040910253,168,95,FAU,GIS,SOD
0.072037471,0.009929742,0.093676815,0.74941452,0,0.074941452,24,100,FAU,,
0.06243253,0.010975171,0.089960417,0.764663548,0,0.071968334,6,100,FAU,,
0.051569507,0.051569507,0.074738416,0.762331839,0,0.059790732,96,100,LTA,,
0.03941772,0.014077757,0.05990535,0.838674894,0,0.04792428,47,100,FAU,,
0.052576999,0.003733278,0.051851084,0.850357772,0,0.041480867,21,100,FAU,,
0.004274825,0.017150803,0.051503914,0.885867326,0,0.041203131,168,100,LTA,SOD,CAN
0.018191814,0.027237743,0.04997751,0.864610925,0,0.039982008,168,100,LTA,SOD,
0.022000297,0.033717309,0.049438869,0.855292431,0,0.039551095,168,100,LTA,SOD,
0.026588031,0.050082181,0.048341874,0.836314416,0,0.038673499,168,100,LTA,SOD,
0.033980583,0.038834951,0.048543689,0.839805825,0,0.038834951,168,100,LTA,SOD,
0.043392233,0.008696853,0.046015093,0.865083747,0,0.036812074,48,100,FAU,,
0.05467349,0.013690242,0.043738792,0.852906443,0,0.034991034,24,100,FAU,,
0.053937433,0.026968716,0.043149946,0.841423948,0,0.034519957,24,100,FAU,GIS,PHI
0.07128806,0.017832706,0.042764283,0.833903524,0,0.034211427,72,100,FAU,,
0.071545064,0.014291845,0.042918455,0.836909871,0,0.034334764,142,100,FAU,,
0.017156098,0.011407691,0.044561294,0.891225881,0,0.035649035,15,100,FAU,,
0.005382131,0.021528525,0.043057051,0.895586652,0,0.03444564,24,100,LTA,,
0.005382131,0.021528525,0.043057051,0.895586652,0,0.03444564,168,100,LTA,,
0.016949153,0.008474576,0.042372881,0.898305085,0,0.033898305,24,100,FAU,MER,
0.020920502,0.0041841,0.041841004,0.89958159,0,0.033472803,24,100,FAU,MER,
0.013500365,0.013500365,0.040541636,0.900024325,0,0.032433309,24,100,LTA,,
0.00967118,0.01934236,0.03868472,0.901353965,0,0.030947776,24,100,LTA,,
0.036188615,0.012050809,0.036188615,0.886621069,0,0.028950892,16,100,CHA,,
0.014290487,0.009502246,0.037118147,0.909394603,0,0.029694518,47,100,FAU,,
0.021582734,0.007194245,0.035971223,0.90647482,0,0.028776978,24,100,FAU,MER,
0.017772722,0.011836633,0.035545445,0.906408844,0,0.028436356,24,100,FAU,SOD,LTA
0.006622517,0.026490066,0.033112583,0.907284768,0,0.026490066,168,100,LTA,,
0.010882353,0.021797386,0.032679739,0.908496732,0,0.026143791,24,100,LTA,SOD,
0.010882353,0.021797386,0.032679739,0.908496732,0,0.026143791,168,100,LTA,SOD,
0.01910828,0.012738854,0.031847134,0.910828025,0,0.025477707,24,100,LTA,FAU,
0.021107595,0.010537975,0.03164557,0.911392405,0,0.025316456,24,100,FAU,,
0.006934262,0.027767595,0.03054741,0.910312805,0,0.024437928,336,100,LTA,,
0.008105219,0.026987709,0.029689448,0.911466065,0,0.023751559,168,100,LTA,,
0.02247191,0.011235955,0.028089888,0.915730337,0,0.02247191,24,100,FAU,SOD,
0.020632737,0.013755158,0.027510316,0.916093535,0,0.022008253,24,100,FAU,,
0.020632737,0.013755158,0.027510316,0.916093535,0,0.022008253,168,100,FAU,GIS,
0.012112661,0.024198701,0.026621233,0.915770418,0,0.021296986,24,100,LTA,,
0.017723335,0.017723335,0.026571717,0.916724239,0,0.021257374,24,100,LTA,FAU,
0.015544041,0.020725389,0.025906736,0.917098446,0,0.020725389,24,100,LTA,,
0.031446541,0.002515723,0.025157233,0.920754717,0,0.020125786,336,100,LTA,,
0.023980815,0.011990408,0.023980815,0.920863309,0,0.019184652,24,100,FAU,,
0.016126363,0.021493935,0.023645693,0.919817455,0,0.018916554,504,100,LTA,,
0.017695774,0.019654107,0.023594366,0.920180261,0,0.018875493,720,100,LTA,,
0.008688195,0.002888543,0.022566741,0.947803128,0,0.018053393,16,100,CHA,,
0.023391813,0.015594542,0.019493177,0.925925926,0,0.015594542,24,100,FAU,GIS,
0.023391813,0.015594542,0.019493177,0.925925926,0,0.015594542,168,100,FAU,GIS,
0.023637086,0.015751754,0.018909669,0.926573757,0,0.015127735,168,100,FAU,,
0.051623028,0.005740481,0.010324606,0.924052201,0,0.008259684,48,100,MOR,,
0.018384986,0.012224822,0.047753211,0.883434411,0,0.038202569,1.5,120,FAU,,
0.111315189,0.037123616,0,0.751377525,0.055657594,0.044526076,72,125,CHA,LTL,
0.033775908,0.008437643,0.025338266,0.912177571,0,0.020270613,24,135,MOR,,
0.051569507,0.051569507,0.074738416,0.762331839,0,0.059790732,48,140,LTA,,
0.051569507,0.051569507,0.074738416,0.762331839,0,0.059790732,98,140,LTA,JBW,
0.11567588,0.127035214,0.011359334,0.416508898,0.177962893,0.151457781,96,140,CHA,,
0.06044049,0.0015231,0.024176196,0.894519256,0,0.019340957,168,150,MOR,,
0.06035003,0.003017502,0.024140012,0.893180447,0,0.01931201,168,150,MOR,,
0.060168472,0.006016847,0.024067389,0.890493381,0,0.019253911,168,150,MOR,,
0.024237125,0.000606519,0.003938434,0.968067174,0,0.003150748,122,150,MFI,,
0.026093938,0.010437575,0,0.818948214,0.080289041,0.064231232,72,165,CHA,MER,
0.052307873,0.010485005,0,0.831771321,0.058575445,0.046860356,72,165,CHA,MER,PHI
0.024853906,0.001979726,0.023852117,0.930232558,0,0.019081694,144,175,MOR,,
0.017450721,0.001155566,0.016747333,0.951248514,0,0.013397866,144,175,MOR,,
0.027083029,0.002705865,0.012188582,0.948271659,0,0.009750865,72,175,MOR,,
0.012188631,0.000811974,0.009021932,0.970759917,0,0.007217546,168,175,MFI,,
0.010857009,0.000720905,0,0.972787993,0.008685607,0.006948486,240,175,MOR,,
0.107516129,0.005387097,0,0.829032258,0.032258065,0.025806452,65,180,MOR,PHI,ANA
0.110016502,0.00549505,0,0.854785479,0.01650165,0.01320132,65,180,MOR,PHI,ANA
0.021002392,0.000415024,0.010921681,0.958923559,0,0.008737345,24,190,MFI,MOR,
0.020998493,0.000600581,0.010919653,0.95874555,0,0.008735723,24,190,MFI,MOR,
0.02099345,0.000840611,0.010917031,0.958515284,0,0.008733624,24,190,MOR,,
0.021035092,0.000424135,0.01009846,0.960363545,0,0.008078768,24,190,MFI,MOR,
0.021031269,0.000605797,0.010096625,0.960189009,0,0.0080773,24,190,MFI,MOR,
0.021026386,0.000837825,0.010094281,0.959966083,0,0.008075424,24,190,MOR,,
0.021062288,0.000416983,0.009266295,0.961841398,0,0.007413036,24,190,MFI,,
0.02104883,0.001055683,0.009260374,0.961226814,0,0.007408299,24,190,MFI,MOR,
0.021041426,0.001407082,0.009257116,0.960888683,0,0.007405693,24,190,MOR,,
0.021061664,0.000601509,0.008845722,0.962414528,0,0.007076577,24,190,MFI,MOR,
0.021052166,0.001052166,0.008841733,0.961980548,0,0.007073386,24,190,MFI,MOR,
0.021044723,0.001405339,0.008838607,0.961640445,0,0.007070886,24,190,MOR,,
0.0210615,0.00084246,0.0084246,0.962931761,0,0.00673968,24,190,MFI,,
0.021057065,0.001052853,0.008422826,0.962728996,0,0.006738261,24,190,MFI,MOR,
0.021049618,0.001406114,0.008419847,0.962388542,0,0.006735878,24,190,MFI,MOR,
0.021043771,0.001683502,0.008417508,0.962121212,0,0.006734007,24,190,MOR,,
0.021095156,0.000842895,0.007593649,0.964393381,0,0.006074919,24,190,MFI,,
0.02107739,0.00168437,0.007587253,0.963581184,0,0.006069803,24,190,MOR,,
0.021122001,0.00084488,0.00675904,0.965866847,0,0.005407232,24,190,MFI,,
0.02110417,0.001688334,0.006753334,0.965051494,0,0.005402668,24,190,MOR,,
0.021164079,0.000423722,0.005502881,0.968507013,0,0.004402305,24,190,MFI,,
0.021143253,0.001407351,0.005497466,0.967553958,0,0.004397973,24,190,MFI,,
0.013396213,0.00038317,0.002947461,0.980915187,0,0.002357969,24,190,MFI,,
0.109025098,0.002420357,0.01090251,0.868930028,0,0.008722008,120,190,MFI,,
0.154798762,0.030959752,0.015479876,0.758513932,0.015479876,0.024767802,48,190,MOR,,
0.051569507,0.051569507,0.074738416,0.762331839,0,0.059790732,0.5,200,LTA,,
0.051569507,0.051569507,0.074738416,0.762331839,0,0.059790732,1,200,LTA,JBW,
0.051569507,0.051569507,0.074738416,0.762331839,0,0.059790732,1.5,200,LTA,JBW,
0.034759542,0.0011574,0.006256217,0.952821867,0,0.005004974,70,200,MFI,,
0.015781056,0.001051537,0.003998241,0.975970573,0,0.003198593,120,200,MFI,,
0.024237125,0.000606519,0.003938434,0.968067174,0,0.003150748,72,200,MFI,,
0.024531777,0.000604782,0.003933622,0.966634344,0.001148577,0.003146898,68,200,MFI,,
0.024565103,0.000605236,0.003930916,0.967754012,0,0.003144733,70,200,MFI,,
0.020911169,0,0,0.947973011,0.017286567,0.013829253,96,80,CHA,,
0.004702921,0,0.037755846,0.927336557,0,0.030204676,354,25,FAU,,
0.017123288,0,0.051369863,0.890410959,0,0.04109589,168,65,LTA,,
0.021090558,0,0.006810493,0.966650556,0,0.005448394,24,190,MFI,,
0.032604801,0,0,0.967395199,0,0,120,165,MOR,,
0,0.032679739,0.065359477,0.816993464,0.032679739,0.052287582,4,90,FAU,,
